Product,Category,Brand,Cost_Price,Sale_Price,order_date,customer_id,Discount_Band,Units Sold,month_num,year,Revenue,Total_Cost,Discount,Discounted_Revenue,Profit
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-02-2023,France,None,18,2,2023,3582,1620,0,3582,1962
QuadCast S,Streaming Microphone,HyperX,97,139,01-02-2023,Canada,None,20,2,2023,2780,1940,0,2780,840
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-02-2023,France,None,28,2,2023,4172,2912,0,4172,1260
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,France,Low,23,2,2023,3887,2714,0,3887,1173
MV7,Dynamic Microphone,Shure,174,199,01-02-2023,United States of America,Low,19,2,2023,3781,3306,0,3781,475
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,United States of America,Low,15,2,2023,2535,1770,0,2535,765
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,Canada,Low,24,2,2023,4056,2832,0,4056,1224
NT1-A,Condenser Microphone,Rode,160,229,01-02-2023,Germany,Low,20,2,2023,4580,3200,0,4580,1380
QuadCast S,Streaming Microphone,HyperX,97,139,01-02-2023,United States of America,Low,28,2,2023,3892,2716,0,3892,1176
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-02-2023,Mexico,Low,19,2,2023,2831,1976,0,2831,855
MV7,Dynamic Microphone,Shure,174,199,01-02-2023,France,Medium,19,2,2023,3781,3306,0,3781,475
MV7,Dynamic Microphone,Shure,174,199,01-02-2023,Germany,Medium,11,2,2023,2189,1914,0,2189,275
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,France,Medium,13,2,2023,2197,1534,0,2197,663
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-02-2023,Germany,Medium,8,2,2023,1592,720,0,1592,872
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-02-2023,Germany,Medium,14,2,2023,2086,1456,0,2086,630
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-02-2023,Canada,Medium,10,2,2023,1990,900,0,1990,1090
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-02-2023,United States of America,Medium,28,2,2023,5572,2520,0,5572,3052
MV7,Dynamic Microphone,Shure,174,199,01-02-2023,Mexico,Medium,7,2,2023,1393,1218,0,1393,175
QuadCast S,Streaming Microphone,HyperX,97,139,01-02-2023,France,Medium,10,2,2023,1390,970,0,1390,420
QuadCast S,Streaming Microphone,HyperX,97,139,01-02-2023,Mexico,Medium,28,2,2023,3892,2716,0,3892,1176
NT1-A,Condenser Microphone,Rode,160,229,01-02-2023,Canada,Medium,5,2,2023,1145,800,0,1145,345
QuadCast S,Streaming Microphone,HyperX,97,139,01-02-2023,Germany,Medium,27,2,2023,3753,2619,0,3753,1134
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-02-2023,Canada,High,22,2,2023,3278,2288,0,3278,990
MV7,Dynamic Microphone,Shure,174,199,01-02-2023,Canada,High,19,2,2023,3781,3306,0,3781,475
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-02-2023,United States of America,High,3,2,2023,447,312,0,447,135
NT1-A,Condenser Microphone,Rode,160,229,01-02-2023,United States of America,High,13,2,2023,2977,2080,0,2977,897
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,United States of America,High,26,2,2023,4394,3068,0,4394,1326
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,Germany,High,27,2,2023,4563,3186,0,4563,1377
NT1-A,Condenser Microphone,Rode,160,229,01-02-2023,France,High,3,2,2023,687,480,0,687,207
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,Germany,High,3,2,2023,507,354,0,507,153
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,Mexico,High,3,2,2023,507,354,0,507,153
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-02-2023,Mexico,High,16,2,2023,3184,1440,0,3184,1744
NT1-A,Condenser Microphone,Rode,160,229,01-02-2023,Mexico,High,14,2,2023,3206,2240,0,3206,966
MV7,Dynamic Microphone,Shure,174,199,01-01-2023,Canada,None,16,1,2023,3184,2784,0,3184,400
MV7,Dynamic Microphone,Shure,174,199,01-01-2023,Germany,None,13,1,2023,2587,2262,0,2587,325
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-01-2023,Mexico,None,15,1,2023,2985,1350,0,2985,1635
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,France,Low,40,1,2023,6760,4720,0,6760,2040
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,France,Low,24,1,2023,4056,2832,0,4056,1224
QuadCast S,Streaming Microphone,HyperX,97,139,01-01-2023,Germany,Low,25,1,2023,3475,2425,0,3475,1050
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,Canada,Low,43,1,2023,7267,5074,0,7267,2193
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,Germany,Medium,14,1,2023,2366,1652,0,2366,714
NT1-A,Condenser Microphone,Rode,160,229,01-01-2023,France,Medium,14,1,2023,3206,2240,0,3206,966
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-01-2023,United States of America,Medium,6,1,2023,1194,540,0,1194,654
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-01-2023,Mexico,Medium,29,1,2023,5771,2610,0,5771,3161
MV7,Dynamic Microphone,Shure,174,199,01-01-2023,United States of America,Medium,11,1,2023,2189,1914,0,2189,275
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-01-2023,France,Medium,20,1,2023,2980,2080,0,2980,900
NT1-A,Condenser Microphone,Rode,160,229,01-01-2023,Mexico,Medium,23,1,2023,5267,3680,0,5267,1587
QuadCast S,Streaming Microphone,HyperX,97,139,01-01-2023,Canada,Medium,32,1,2023,4448,3104,0,4448,1344
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,Mexico,Medium,26,1,2023,4394,3068,0,4394,1326
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,Mexico,Medium,24,1,2023,4056,2832,0,4056,1224
QuadCast S,Streaming Microphone,HyperX,97,139,01-01-2023,United States of America,Medium,20,1,2023,2780,1940,0,2780,840
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-01-2023,Germany,High,7,1,2023,1393,630,0,1393,763
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-01-2023,United States of America,High,6,1,2023,894,624,0,894,270
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-01-2023,Canada,High,4,1,2023,796,360,0,796,436
NT1-A,Condenser Microphone,Rode,160,229,01-01-2023,Germany,High,8,1,2023,1832,1280,0,1832,552
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,Canada,High,9,1,2023,1521,1062,0,1521,459
QuadCast S,Streaming Microphone,HyperX,97,139,01-01-2023,France,High,17,1,2023,2363,1649,0,2363,714
QuadCast S,Streaming Microphone,HyperX,97,139,01-01-2023,Mexico,High,6,1,2023,834,582,0,834,252
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-01-2023,Germany,High,32,1,2023,4768,3328,0,4768,1440
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-01-2023,Mexico,High,26,1,2023,3874,2704,0,3874,1170
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,United States of America,High,35,1,2023,5915,4130,0,5915,1785
MV7,Dynamic Microphone,Shure,174,199,01-01-2023,France,High,25,1,2023,4975,4350,0,4975,625
NT1-A,Condenser Microphone,Rode,160,229,01-01-2023,United States of America,High,10,1,2023,2290,1600,0,2290,690
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,United States of America,High,14,1,2023,2366,1652,0,2366,714
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-01-2023,Germany,High,8,1,2023,1352,944,0,1352,408
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-01-2023,France,High,40,1,2023,7960,3600,0,7960,4360
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-01-2023,Canada,High,17,1,2023,2533,1768,0,2533,765
NT1-A,Condenser Microphone,Rode,160,229,01-01-2023,Canada,High,22,1,2023,5038,3520,0,5038,1518
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,Canada,None,22,12,2022,3718,2596,0,3718,1122
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,United States of America,Low,19,12,2022,3211,2242,0,3211,969
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,United States of America,Low,20,12,2022,3380,2360,0,3380,1020
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-12-2022,Mexico,Low,5,12,2022,995,450,0,995,545
QuadCast S,Streaming Microphone,HyperX,97,139,01-12-2022,United States of America,Low,3,12,2022,417,291,0,417,126
QuadCast S,Streaming Microphone,HyperX,97,139,01-12-2022,Mexico,Low,19,12,2022,2641,1843,0,2641,798
MV7,Dynamic Microphone,Shure,174,199,01-12-2022,Canada,Low,9,12,2022,1791,1566,0,1791,225
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,France,Low,23,12,2022,3887,2714,0,3887,1173
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-12-2022,Canada,Low,18,12,2022,2682,1872,0,2682,810
NT1-A,Condenser Microphone,Rode,160,229,01-12-2022,Mexico,Medium,11,12,2022,2519,1760,0,2519,759
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,Canada,Medium,18,12,2022,3042,2124,0,3042,918
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,France,Medium,21,12,2022,3549,2478,0,3549,1071
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,Germany,Medium,21,12,2022,3549,2478,0,3549,1071
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-12-2022,France,Medium,10,12,2022,1990,900,0,1990,1090
MV7,Dynamic Microphone,Shure,174,199,01-12-2022,Germany,Medium,9,12,2022,1791,1566,0,1791,225
QuadCast S,Streaming Microphone,HyperX,97,139,01-12-2022,Canada,Medium,24,12,2022,3336,2328,0,3336,1008
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,Germany,Medium,21,12,2022,3549,2478,0,3549,1071
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-12-2022,United States of America,Medium,14,12,2022,2786,1260,0,2786,1526
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-12-2022,Germany,Medium,6,12,2022,1194,540,0,1194,654
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,Mexico,Medium,20,12,2022,3380,2360,0,3380,1020
QuadCast S,Streaming Microphone,HyperX,97,139,01-12-2022,United States of America,Medium,8,12,2022,1112,776,0,1112,336
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-12-2022,Mexico,Medium,14,12,2022,2086,1456,0,2086,630
NT1-A,Condenser Microphone,Rode,160,229,01-12-2022,Canada,Medium,16,12,2022,3664,2560,0,3664,1104
NT1-A,Condenser Microphone,Rode,160,229,01-12-2022,Germany,Medium,3,12,2022,687,480,0,687,207
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-12-2022,France,Medium,3,12,2022,447,312,0,447,135
MV7,Dynamic Microphone,Shure,174,199,01-12-2022,France,High,15,12,2022,2985,2610,0,2985,375
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-12-2022,Canada,High,19,12,2022,3781,1710,0,3781,2071
QuadCast S,Streaming Microphone,HyperX,97,139,01-12-2022,Germany,High,19,12,2022,2641,1843,0,2641,798
NT1-A,Condenser Microphone,Rode,160,229,01-12-2022,France,High,12,12,2022,2748,1920,0,2748,828
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-12-2022,Mexico,High,4,12,2022,676,472,0,676,204
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-12-2022,Germany,High,18,12,2022,2682,1872,0,2682,810
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-12-2022,United States of America,High,20,12,2022,2980,2080,0,2980,900
MV7,Dynamic Microphone,Shure,174,199,01-12-2022,Mexico,High,28,12,2022,5572,4872,0,5572,700
QuadCast S,Streaming Microphone,HyperX,97,139,01-12-2022,France,High,13,12,2022,1807,1261,0,1807,546
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-12-2022,United States of America,High,24,12,2022,4776,2160,0,4776,2616
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,Canada,None,17,11,2022,2873,2006,0,2873,867
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,United States of America,None,9,11,2022,1521,1062,0,1521,459
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-11-2022,Canada,Low,21,11,2022,4179,1890,0,4179,2289
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-11-2022,France,Low,3,11,2022,447,312,0,447,135
MV7,Dynamic Microphone,Shure,174,199,01-11-2022,France,Low,22,11,2022,4378,3828,0,4378,550
NT1-A,Condenser Microphone,Rode,160,229,01-11-2022,Mexico,Low,17,11,2022,3893,2720,0,3893,1173
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,France,Low,18,11,2022,3042,2124,0,3042,918
MV7,Dynamic Microphone,Shure,174,199,01-11-2022,Germany,Medium,10,11,2022,1990,1740,0,1990,250
QuadCast S,Streaming Microphone,HyperX,97,139,01-11-2022,United States of America,Medium,13,11,2022,1807,1261,0,1807,546
QuadCast S,Streaming Microphone,HyperX,97,139,01-11-2022,Germany,Medium,23,11,2022,3197,2231,0,3197,966
MV7,Dynamic Microphone,Shure,174,199,01-11-2022,United States of America,Medium,3,11,2022,597,522,0,597,75
QuadCast S,Streaming Microphone,HyperX,97,139,01-11-2022,Mexico,Medium,11,11,2022,1529,1067,0,1529,462
NT1-A,Condenser Microphone,Rode,160,229,01-11-2022,Germany,Medium,25,11,2022,5725,4000,0,5725,1725
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,Canada,Medium,14,11,2022,2366,1652,0,2366,714
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,Mexico,Medium,28,11,2022,4732,3304,0,4732,1428
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,Germany,Medium,22,11,2022,3718,2596,0,3718,1122
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-11-2022,France,Medium,4,11,2022,796,360,0,796,436
NT1-A,Condenser Microphone,Rode,160,229,01-11-2022,France,Medium,19,11,2022,4351,3040,0,4351,1311
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,Germany,Medium,18,11,2022,3042,2124,0,3042,918
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-11-2022,Germany,Medium,10,11,2022,1490,1040,0,1490,450
QuadCast S,Streaming Microphone,HyperX,97,139,01-11-2022,France,Medium,27,11,2022,3753,2619,0,3753,1134
NT1-A,Condenser Microphone,Rode,160,229,01-11-2022,United States of America,High,18,11,2022,4122,2880,0,4122,1242
MV7,Dynamic Microphone,Shure,174,199,01-11-2022,Canada,High,16,11,2022,3184,2784,0,3184,400
MV7,Dynamic Microphone,Shure,174,199,01-11-2022,Mexico,High,27,11,2022,5373,4698,0,5373,675
QuadCast S,Streaming Microphone,HyperX,97,139,01-11-2022,Canada,High,29,11,2022,4031,2813,0,4031,1218
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-11-2022,United States of America,High,26,11,2022,3874,2704,0,3874,1170
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-11-2022,Mexico,High,26,11,2022,5174,2340,0,5174,2834
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,Canada,High,22,11,2022,3718,2596,0,3718,1122
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,France,High,19,11,2022,3211,2242,0,3211,969
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-11-2022,Germany,High,25,11,2022,4975,2250,0,4975,2725
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-11-2022,Mexico,High,19,11,2022,2831,1976,0,2831,855
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,United States of America,High,20,11,2022,3380,2360,0,3380,1020
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-11-2022,Mexico,High,22,11,2022,3718,2596,0,3718,1122
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-11-2022,United States of America,High,26,11,2022,5174,2340,0,5174,2834
QuadCast S,Streaming Microphone,HyperX,97,139,01-11-2022,Canada,High,30,11,2022,4170,2910,0,4170,1260
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,Canada,None,4,10,2022,916,640,0,916,276
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,Canada,None,4,10,2022,796,360,0,796,436
MV7,Dynamic Microphone,Shure,174,199,01-10-2022,Germany,Low,8,10,2022,1592,1392,0,1592,200
MV7,Dynamic Microphone,Shure,174,199,01-10-2022,Mexico,Low,5,10,2022,995,870,0,995,125
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,United States of America,Low,7,10,2022,1603,1120,0,1603,483
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Germany,Low,8,10,2022,1352,944,0,1352,408
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,United States of America,Low,7,10,2022,1393,630,0,1393,763
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,Mexico,Low,5,10,2022,695,485,0,695,210
MV7,Dynamic Microphone,Shure,174,199,01-10-2022,Germany,Low,2,10,2022,398,348,0,398,50
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Germany,Low,8,10,2022,1352,944,0,1352,408
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Mexico,Low,22,10,2022,3718,2596,0,3718,1122
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,Germany,Low,30,10,2022,5970,2700,0,5970,3270
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,Germany,Low,8,10,2022,1592,720,0,1592,872
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,Mexico,Low,22,10,2022,4378,1980,0,4378,2398
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,Germany,Low,2,10,2022,278,194,0,278,84
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,Germany,Low,30,10,2022,4470,3120,0,4470,1350
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Germany,Low,20,10,2022,3380,2360,0,3380,1020
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,Germany,Low,20,10,2022,2780,1940,0,2780,840
MV7,Dynamic Microphone,Shure,174,199,01-10-2022,Canada,Low,29,10,2022,5771,5046,0,5771,725
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,Canada,Low,29,10,2022,6641,4640,0,6641,2001
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,United States of America,Low,7,10,2022,1183,826,0,1183,357
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Mexico,Low,15,10,2022,2535,1770,0,2535,765
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,Mexico,Low,15,10,2022,2085,1455,0,2085,630
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,United States of America,Low,7,10,2022,1043,728,0,1043,315
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,Germany,Medium,12,10,2022,2748,1920,0,2748,828
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,Germany,Medium,12,10,2022,1788,1248,0,1788,540
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Canada,Medium,12,10,2022,2028,1416,0,2028,612
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Canada,Medium,14,10,2022,2366,1652,0,2366,714
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,France,Medium,7,10,2022,1183,826,0,1183,357
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,France,Medium,7,10,2022,1393,630,0,1393,763
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,Canada,Medium,14,10,2022,1946,1358,0,1946,588
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,Canada,Medium,12,10,2022,1788,1248,0,1788,540
MV7,Dynamic Microphone,Shure,174,199,01-10-2022,Canada,Medium,23,10,2022,4577,4002,0,4577,575
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,France,Medium,14,10,2022,3206,2240,0,3206,966
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Canada,Medium,23,10,2022,3887,2714,0,3887,1173
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,United States of America,Medium,7,10,2022,1183,826,0,1183,357
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,France,Medium,12,10,2022,2388,1080,0,2388,1308
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,France,Medium,21,10,2022,4179,1890,0,4179,2289
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,France,Medium,12,10,2022,1668,1164,0,1668,504
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,United States of America,Medium,7,10,2022,1043,728,0,1043,315
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,France,Medium,14,10,2022,2086,1456,0,2086,630
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,France,Medium,21,10,2022,3129,2184,0,3129,945
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,France,Medium,18,10,2022,4122,2880,0,4122,1242
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,France,Medium,18,10,2022,3042,2124,0,3042,918
MV7,Dynamic Microphone,Shure,174,199,01-10-2022,Mexico,Medium,4,10,2022,796,696,0,796,100
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Mexico,Medium,4,10,2022,676,472,0,676,204
MV7,Dynamic Microphone,Shure,174,199,01-10-2022,United States of America,High,4,10,2022,796,696,0,796,100
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,United States of America,High,4,10,2022,676,472,0,676,204
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,France,High,22,10,2022,3718,2596,0,3718,1122
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,United States of America,High,23,10,2022,4577,2070,0,4577,2507
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,United States of America,High,23,10,2022,3197,2231,0,3197,966
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,France,High,22,10,2022,3058,2134,0,3058,924
MV7,Dynamic Microphone,Shure,174,199,01-10-2022,France,High,12,10,2022,2388,2088,0,2388,300
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,France,High,12,10,2022,2028,1416,0,2028,612
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,Germany,High,30,10,2022,6870,4800,0,6870,2070
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Germany,High,30,10,2022,5070,3540,0,5070,1530
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,Mexico,High,3,10,2022,597,270,0,597,327
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,Mexico,High,3,10,2022,447,312,0,447,135
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,Mexico,High,17,10,2022,3893,2720,0,3893,1173
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Mexico,High,17,10,2022,2873,2006,0,2873,867
MV7,Dynamic Microphone,Shure,174,199,01-10-2022,United States of America,High,30,10,2022,5970,5220,0,5970,750
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,United States of America,High,30,10,2022,6870,4800,0,6870,2070
NT1-A,Condenser Microphone,Rode,160,229,01-10-2022,Mexico,High,17,10,2022,3893,2720,0,3893,1173
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,Canada,High,17,10,2022,2873,2006,0,2873,867
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-10-2022,Canada,High,3,10,2022,597,270,0,597,327
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,Canada,High,3,10,2022,417,291,0,417,126
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,Canada,High,17,10,2022,2533,1768,0,2533,765
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-10-2022,Mexico,High,17,10,2022,2533,1768,0,2533,765
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-10-2022,United States of America,High,3,10,2022,507,354,0,507,153
QuadCast S,Streaming Microphone,HyperX,97,139,01-10-2022,United States of America,High,3,10,2022,417,291,0,417,126
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-09-2022,France,None,6,9,2022,1014,708,0,1014,306
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-09-2022,Mexico,None,8,9,2022,1352,944,0,1352,408
QuadCast S,Streaming Microphone,HyperX,97,139,01-09-2022,France,None,15,9,2022,2085,1455,0,2085,630
MV7,Dynamic Microphone,Shure,174,199,01-09-2022,United States of America,Low,3,9,2022,597,522,0,597,75
NT1-A,Condenser Microphone,Rode,160,229,01-09-2022,United States of America,Low,25,9,2022,5725,4000,0,5725,1725
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-09-2022,United States of America,Low,20,9,2022,2980,2080,0,2980,900
NT1-A,Condenser Microphone,Rode,160,229,01-09-2022,Germany,Low,18,9,2022,4122,2880,0,4122,1242
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-09-2022,Mexico,Low,18,9,2022,3042,2124,0,3042,918
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-09-2022,United States of America,Low,7,9,2022,1393,630,0,1393,763
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-09-2022,Canada,Low,27,9,2022,5373,2430,0,5373,2943
QuadCast S,Streaming Microphone,HyperX,97,139,01-09-2022,United States of America,Low,4,9,2022,556,388,0,556,168
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-09-2022,Canada,Medium,24,9,2022,4056,2832,0,4056,1224
NT1-A,Condenser Microphone,Rode,160,229,01-09-2022,Mexico,Medium,7,9,2022,1603,1120,0,1603,483
MV7,Dynamic Microphone,Shure,174,199,01-09-2022,Mexico,Medium,18,9,2022,3582,3132,0,3582,450
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-09-2022,France,Medium,10,9,2022,1690,1180,0,1690,510
QuadCast S,Streaming Microphone,HyperX,97,139,01-09-2022,Germany,Medium,22,9,2022,3058,2134,0,3058,924
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-09-2022,United States of America,Medium,29,9,2022,4901,3422,0,4901,1479
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-09-2022,Germany,Medium,11,9,2022,1859,1298,0,1859,561
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-09-2022,Germany,Medium,10,9,2022,1490,1040,0,1490,450
NT1-A,Condenser Microphone,Rode,160,229,01-09-2022,Canada,Medium,13,9,2022,2977,2080,0,2977,897
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-09-2022,Germany,Medium,24,9,2022,4056,2832,0,4056,1224
